Position,Frame
(0.0000000 0.0000000 0.0000000),1318
(0.0000000 0.0000000 0.0000000),1319
(0.0000000 0.0000000 0.0000000),1320
(0.0000000 0.0000000 0.0000000),1321
(0.0000000 0.0000000 0.0000000),1322
(0.0000000 0.0000000 0.0000000),1323
(0.0000000 0.0000000 0.0000000),1324
(0.0000000 0.0000000 0.0000000),1325
(0.0000000 0.0000000 0.0000000),1326
(0.0000000 0.0000000 0.0000000),1327
(0.0000000 0.0000000 0.0000000),1328
(0.0000000 0.0000000 0.0000000),1329
(0.0000000 0.0000000 0.0000000),1330
(0.0000000 0.0000000 0.0000000),1331
(0.0000000 0.0000000 0.0000000),1332
(0.0000000 0.0000000 0.0000000),1333
(0.0000000 0.0000000 0.0000000),1334
(0.0000000 0.0000000 0.0000000),1335
(0.0000000 0.0000000 0.0000000),1336
(0.0000000 0.0000000 0.0000000),1337
(0.0000000 0.0000000 0.0000000),1338
(0.0000000 0.0000000 0.0000000),1339
(0.0000000 0.0000000 0.0000000),1340
(0.0000000 0.0000000 0.0000000),1341
(0.0000000 0.0000000 0.0000000),1342
(0.0000000 0.0000000 0.0000000),1343
(0.0000000 0.0000000 0.0000000),1344
(0.0000000 0.0000000 0.0000000),1345
(0.0000000 0.0000000 0.0000000),1346
(0.0000000 0.0000000 0.0000000),1347
(0.0000000 0.0000000 0.0000000),1348
(0.0000000 0.0000000 0.0000000),1349
(0.0000000 0.0000000 0.0000000),1350
(0.0000000 0.0000000 0.0000000),1351
(0.0000000 0.0000000 0.0000000),1352
(0.0000000 0.0000000 0.0000000),1353
(0.0000000 0.0000000 0.0000000),1354
(0.0000000 0.0000000 0.0000000),1355
(0.0000000 0.0000000 0.0000000),1356
(0.0000000 0.0000000 0.0000000),1357
(0.0000000 0.0000000 0.0000000),1358
(0.0000000 0.0000000 0.0000000),1359
(0.0000000 0.0000000 0.0000000),1360
(0.0000000 0.0000000 0.0000000),1361
(0.0000000 0.0000000 0.0000000),1362
(0.0000000 0.0000000 0.0000000),1363
(0.0000000 0.0000000 0.0000000),1364
(0.0000000 0.0000000 0.0000000),1365
(0.0000000 0.0000000 0.0000000),1366
(0.0000000 0.0000000 0.0000000),1367
(0.0000000 0.0000000 0.0000000),1368
(0.0000000 0.0000000 0.0000000),1369
(0.0000000 0.0000000 0.0000000),1370
(0.0000000 0.0000000 0.0000000),1371
(0.0000000 0.0000000 0.0000000),1372
(0.0000000 0.0000000 0.0000000),1373
(0.0000000 0.0000000 0.0000000),1374
(0.0000000 0.0000000 0.0000000),1375
(0.0000000 0.0000000 0.0000000),1376
(0.0000000 0.0000000 0.0000000),1377
(0.0000000 0.0000000 0.0000000),1378
(0.0000000 0.0000000 0.0000000),1379
(0.0000000 0.0000000 0.0000000),1380
(0.0000000 0.0000000 0.0000000),1381
(0.0000000 0.0000000 0.0000000),1382
(0.0000000 0.0000000 0.0000000),1383
(0.0000000 0.0000000 0.0000000),1384
(0.0000000 0.0000000 0.0000000),1385
(0.0000000 0.0000000 0.0000000),1386
(0.0000000 0.0000000 0.0000000),1387
(0.0000000 0.0000000 0.0000000),1388
(0.0000000 0.0000000 0.0000000),1389
(0.0100000 0.0000000 0.0000000),1390
(0.0100000 0.0000000 0.0000000),1391
(0.0300000 0.0000000 0.0000000),1392
(0.0500000 0.0000000 0.0000000),1393
(0.1100000 0.0000000 0.0000000),1394
(0.1500000 0.0000000 0.0000000),1395
(0.1900000 0.0000000 0.0000000),1396
(0.2400000 0.0000000 0.0000000),1397
(0.2900000 0.0000000 0.0000000),1398
(0.3600000 0.0000000 0.0000000),1399
(0.4500000 0.0000000 0.0000000),1400
(0.5300000 0.0000000 0.0000000),1401
(0.6200000 0.0000000 0.0000000),1402
(0.7200000 0.0000000 0.0000000),1403
(0.8100000 0.0000000 0.0000000),1404
(0.9100000 0.0000000 0.0000000),1405
(1.0200000 0.0000000 0.0000000),1406
(1.1100000 0.0000000 0.0000000),1407
(1.2100000 0.0000000 0.0000000),1408
(1.3120000 0.0000000 0.0000000),1409
(1.4110000 0.0000000 0.0000000),1410
(1.4830000 0.0000000 0.0000000),1411
(1.6020000 0.0000000 0.0000000),1412
(1.7350000 0.0000000 0.0000000),1413
(1.8410000 0.0000000 0.0000000),1414
(1.9460000 0.0000000 0.0000000),1415
(2.0520000 0.0000000 0.0000000),1416
(2.2040000 0.0000000 0.0000000),1417
(2.4960000 0.0000000 0.0000000),1418
(2.5630000 0.0000000 0.0000000),1419
(2.6230000 0.0000000 0.0000000),1420
(2.6820000 0.0000000 0.0000000),1421
(2.7290000 0.0000000 0.0000000),1422
(2.7810000 0.0000000 0.0000000),1423
(2.8340000 0.0000000 0.0000000),1424
(2.8670000 0.0000000 0.0000000),1425
(2.9120000 0.0000000 0.0000000),1426
(2.9520000 0.0000000 0.0000000),1427
(2.9980000 0.0000000 0.0000000),1428
(3.0510000 0.0000000 0.0000000),1429
(3.0710000 0.0000000 0.0000000),1430
(3.1230000 0.0000000 0.0000000),1431
(3.1630000 0.0000000 0.0000000),1432
(3.2150000 0.0000000 0.0000000),1433
(3.2490000 0.0000000 0.0000000),1434
(3.2880000 0.0000000 0.0000000),1435
(3.3210000 0.0000000 0.0000000),1436
(3.3740000 0.0000000 0.0000000),1437
(3.4400000 0.0000000 0.0000000),1438
(3.5260000 0.0000000 0.0000000),1439
(3.5730000 0.0000000 0.0000000),1440
(3.6250000 0.0000000 0.0000000),1441
(3.7850000 0.0000000 0.0000000),1442
(3.8380000 0.0000000 0.0000000),1443
(3.8850000 0.0000000 0.0000000),1444
(3.9180000 0.0000000 0.0000000),1445
(3.9650000 0.0000000 0.0000000),1446
(3.9840000 0.0000000 0.0000000),1447
(4.0110000 0.0000000 0.0000000),1448
(4.0110000 0.0000000 0.0000000),1449
(4.0250000 0.0000000 0.0000000),1450
(4.0250000 0.0000000 0.0000000),1451
(4.0250000 0.0000000 0.0000000),1452
(4.0250000 0.0000000 0.0000000),1453
(4.0250000 0.0000000 0.0000000),1454
(4.0250000 0.0000000 0.0000000),1455
(4.0250000 0.0000000 0.0000000),1456
(4.0250000 0.0000000 0.0000000),1457
(4.0250000 0.0000000 0.0000000),1458
(4.0250000 0.0000000 0.0000000),1459
(4.0250000 0.0000000 0.0000000),1460
(4.0250000 0.0000000 0.0000000),1461
(4.0250000 0.0000000 0.0000000),1462
(4.0250000 0.0000000 0.0000000),1463
(4.0250000 0.0000000 0.0000000),1464
(4.0110000 0.0000000 0.0000000),1465
(3.9980000 0.0000000 0.0000000),1466
(3.9650000 0.0000000 0.0000000),1467
(3.9120000 0.0000000 0.0000000),1468
(3.8530000 0.0000000 0.0000000),1469
(3.7810000 0.0000000 0.0000000),1470
(3.6950000 0.0000000 0.0000000),1471
(3.6090000 0.0000000 0.0000000),1472
(3.4780000 0.0000000 0.0000000),1473
(3.0750000 0.0000000 0.0000000),1474
(2.8970000 0.0000000 0.0000000),1475
(2.7590000 0.0000000 0.0000000),1476
(2.6000000 0.0000000 0.0000000),1477
(2.4230000 0.0000000 0.0000000),1478
(2.2700000 0.0000000 0.0000000),1479
(2.1000000 0.0000000 0.0000000),1480
(1.9280000 0.0000000 0.0000000),1481
(1.7700000 0.0000000 0.0000000),1482
(1.6120000 0.0000000 0.0000000),1483
(1.4530000 0.0000000 0.0000000),1484
(1.2760000 0.0000000 0.0000000),1485
(1.1040000 0.0000000 0.0000000),1486
(0.9600000 0.0000000 0.0000000),1487
(0.7900000 0.0000000 0.0000000),1488
(0.6800000 0.0000000 0.0000000),1489
(0.5300000 0.0000000 0.0000000),1490
(0.4200000 0.0000000 0.0000000),1491
(0.3100000 0.0000000 0.0000000),1492
(0.2000000 0.0000000 0.0000000),1493
(0.1100000 0.0000000 0.0000000),1494
(0.0400000 0.0000000 0.0000000),1495
(-0.0400000 0.0000000 0.0000000),1496
(-0.0900000 0.0000000 0.0000000),1497
(-0.1400000 0.0000000 0.0000000),1498
(-0.1600000 0.0000000 0.0000000),1499
(-0.1900000 0.0000000 0.0000000),1500
(-0.1900000 0.0000000 0.0000000),1501
(-0.1900000 0.0000000 0.0000000),1502
(-0.1900000 0.0000000 0.0000000),1503
(-0.1900000 0.0000000 0.0000000),1504
(-0.1900000 0.0000000 0.0000000),1505
(-0.1900000 0.0000000 0.0000000),1506
(-0.1900000 0.0000000 0.0000000),1507
(-0.1900000 0.0000000 0.0000000),1508
(-0.1900000 0.0000000 0.0000000),1509
(-0.1900000 0.0000000 0.0000000),1510
(-0.1900000 0.0000000 0.0000000),1511
(-0.1900000 0.0000000 0.0000000),1512
(-0.1900000 0.0000000 0.0000000),1513
(-0.1900000 0.0000000 0.0000000),1514
(-0.1900000 0.0000000 0.0000000),1515
(-0.1900000 0.0000000 0.0000000),1516
(-0.1900000 0.0000000 0.0000000),1517
(-0.1800000 0.0000000 0.0000000),1518
(-0.1400000 0.0000000 0.0000000),1519
(-0.0800000 0.0000000 0.0000000),1520
(-0.0100000 0.0000000 0.0000000),1521
(0.1600000 0.0000000 0.0000000),1522
(0.2500000 0.0000000 0.0000000),1523
(0.3700000 0.0000000 0.0000000),1524
(0.5100000 0.0000000 0.0000000),1525
(0.6700000 0.0000000 0.0000000),1526
(0.8300000 0.0000000 0.0000000),1527
(1.0000000 0.0000000 0.0000000),1528
(1.1700000 0.0000000 0.0000000),1529
(1.4200000 0.0000000 0.0000000),1530
(2.1170000 0.0000000 0.0000000),1531
(2.3760000 0.0000000 0.0000000),1532
(2.6080000 0.0000000 0.0000000),1533
(2.8540000 0.0000000 0.0000000),1534
(3.1190000 0.0000000 0.0000000),1535
(3.3510000 0.0000000 0.0000000),1536
(3.5830000 0.0000000 0.0000000),1537
(3.9210000 0.0000000 0.0000000),1538
(4.1380000 0.0000000 0.0000000),1539
(4.3630000 0.0000000 0.0000000),1540
(4.5740000 0.0000000 0.0000000),1541
(4.7850000 0.0000000 0.0000000),1542
(5.0090000 0.0000000 0.0000000),1543
(5.2140000 0.0000000 0.0000000),1544
(5.3860000 0.0000000 0.0000000),1545
(5.5780000 0.0000000 0.0000000),1546
(5.7300000 0.0000000 0.0000000),1547
(5.8420000 0.0000000 0.0000000),1548
(5.9470000 0.0000000 0.0000000),1549
(6.0330000 0.0000000 0.0000000),1550
(6.1050000 0.0000000 0.0000000),1551
(6.1640000 0.0000000 0.0000000),1552
(6.2030000 0.0000000 0.0000000),1553
(6.2230000 0.0000000 0.0000000),1554
(6.2420000 0.0000000 0.0000000),1555
(6.2480000 0.0000000 0.0000000),1556
(6.2680000 0.0000000 0.0000000),1557
(6.2600000 0.0000000 0.0000000),1558
(6.2600000 0.0000000 0.0000000),1559
(6.2470000 0.0000000 0.0000000),1560
(6.2330000 0.0000000 0.0000000),1561
(6.2200000 0.0000000 0.0000000),1562
(6.2060000 0.0000000 0.0000000),1563
(6.1930000 0.0000000 0.0000000),1564
(6.1650000 0.0000000 0.0000000),1565
(6.1440000 0.0000000 0.0000000),1566
(6.1310000 0.0000000 0.0000000),1567
(6.0900000 0.0000000 0.0000000),1568
(6.0630000 0.0000000 0.0000000),1569
(6.0090000 0.0000000 0.0000000),1570
(5.9560000 0.0000000 0.0000000),1571
(5.8490000 0.0000000 0.0000000),1572
(5.7690000 0.0000000 0.0000000),1573
(5.6750000 0.0000000 0.0000000),1574
(5.5560000 0.0000000 0.0000000),1575
(5.4180000 0.0000000 0.0000000),1576
(5.3050000 0.0000000 0.0000000),1577
(5.1720000 0.0000000 0.0000000),1578
(5.0060000 0.0000000 0.0000000),1579
(4.8610000 0.0000000 0.0000000),1580
(4.6820000 0.0000000 0.0000000),1581
(4.0660000 0.0000000 0.0000000),1582
(3.8800000 0.0000000 0.0000000),1583
(3.6680000 0.0000000 0.0000000),1584
(3.4820000 0.0000000 0.0000000),1585
(3.3100000 0.0000000 0.0000000),1586
(3.1170000 0.0000000 0.0000000),1587
(2.8850000 0.0000000 0.0000000),1588
(2.6860000 0.0000000 0.0000000),1589
(2.4810000 0.0000000 0.0000000),1590
(2.2760000 0.0000000 0.0000000),1591
(2.0580000 0.0000000 0.0000000),1592
(1.8590000 0.0000000 0.0000000),1593
(1.6540000 0.0000000 0.0000000),1594
(1.4150000 0.0000000 0.0000000),1595
(1.2100000 0.0000000 0.0000000),1596
(1.0190000 0.0000000 0.0000000),1597
(0.7700000 0.0000000 0.0000000),1598
(0.5600000 0.0000000 0.0000000),1599
(0.3500000 0.0000000 0.0000000),1600
(0.1400000 0.0000000 0.0000000),1601
(-0.0700000 0.0000000 0.0000000),1602
(-0.2800000 0.0000000 0.0000000),1603
(-0.5400000 0.0000000 0.0000000),1604
(-0.7600000 0.0000000 0.0000000),1605
(-0.9700000 0.0000000 0.0000000),1606
(-1.2100000 0.0000000 0.0000000),1607
(-1.9400000 0.0000000 0.0000000),1608
(-2.1100000 0.0000000 0.0000000),1609
(-2.3000000 0.0000000 0.0000000),1610
(-2.4500000 0.0000000 0.0000000),1611
(-2.6900000 0.0000000 0.0000000),1612
(-2.8100000 0.0000000 0.0000000),1613
(-2.9200000 0.0000000 0.0000000),1614
(-3.0200000 0.0000000 0.0000000),1615
(-3.0900000 0.0000000 0.0000000),1616
(-3.1800000 0.0000000 0.0000000),1617
(-3.2500000 0.0000000 0.0000000),1618
(-3.3100000 0.0000000 0.0000000),1619
(-3.3600000 0.0000000 0.0000000),1620
(-3.3900000 0.0000000 0.0000000),1621
(-3.4400000 0.0000000 0.0000000),1622
(-3.4600000 0.0000000 0.0000000),1623
(-3.5000000 0.0000000 0.0000000),1624
(-3.5000000 0.0000000 0.0000000),1625
(-3.5200000 0.0000000 0.0000000),1626
(-3.5200000 0.0000000 0.0000000),1627
(-3.5400000 0.0000000 0.0000000),1628
(-3.5400000 0.0000000 0.0000000),1629
(-3.5400000 0.0000000 0.0000000),1630
(-3.5400000 0.0000000 0.0000000),1631
(-3.5400000 0.0000000 0.0000000),1632
(-3.5400000 0.0000000 0.0000000),1633
(-3.5400000 0.0000000 0.0000000),1634
(-3.5400000 0.0000000 0.0000000),1635
(-3.5400000 0.0000000 0.0000000),1636
(-3.5400000 0.0000000 0.0000000),1637
(-3.5400000 0.0000000 0.0000000),1638
(-3.5400000 0.0000000 0.0000000),1639
(-3.5400000 0.0000000 0.0000000),1640
(-3.5400000 0.0000000 0.0000000),1641
(-3.5400000 0.0000000 0.0000000),1642
(-3.5400000 0.0000000 0.0000000),1643
(-3.5400000 0.0000000 0.0000000),1644
(-3.5400000 0.0000000 0.0000000),1645
(-3.5400000 0.0000000 0.0000000),1646
(-3.5400000 0.0000000 0.0000000),1647
(-3.5400000 0.0000000 0.0000000),1648
(-3.5400000 0.0000000 0.0000000),1649
(-3.5400000 0.0000000 0.0000000),1650
(-3.5400000 0.0000000 0.0000000),1651
(-3.5400000 0.0000000 0.0000000),1652
(-3.5400000 0.0000000 0.0000000),1653
(-3.5400000 0.0000000 0.0000000),1654
(-3.5400000 0.0000000 0.0000000),1655
(-3.5400000 0.0000000 0.0000000),1656
(-3.5400000 0.0000000 0.0000000),1657
(-3.5400000 0.0000000 0.0000000),1658
(-3.5400000 0.0000000 0.0000000),1659
(-3.5400000 0.0000000 0.0000000),1660
(-3.5200000 0.0000000 0.0000000),1661
(-3.5000000 0.0000000 0.0000000),1662
(-3.4600000 0.0000000 0.0000000),1663
(-3.4300000 0.0000000 0.0000000),1664
(-3.3800000 0.0000000 0.0000000),1665
(-3.3200000 0.0000000 0.0000000),1666
(-3.2500000 0.0000000 0.0000000),1667
(-3.1500000 0.0000000 0.0000000),1668
(-3.0700000 0.0000000 0.0000000),1669
(-2.9700000 0.0000000 0.0000000),1670
(-2.8400000 0.0000000 0.0000000),1671
(-2.4000000 0.0000000 0.0000000),1672
(-2.2200000 0.0000000 0.0000000),1673
(-2.0800000 0.0000000 0.0000000),1674
(-1.9700000 0.0000000 0.0000000),1675
(-1.8700000 0.0000000 0.0000000),1676
(-1.7700000 0.0000000 0.0000000),1677
(-1.6900000 0.0000000 0.0000000),1678
(-1.6100000 0.0000000 0.0000000),1679
(-1.5300000 0.0000000 0.0000000),1680
(-1.4700000 0.0000000 0.0000000),1681
(-1.4300000 0.0000000 0.0000000),1682
(-1.4200000 0.0000000 0.0000000),1683
(-1.4000000 0.0000000 0.0000000),1684
(-1.3900000 0.0000000 0.0000000),1685
(-1.3900000 0.0000000 0.0000000),1686
(-1.3900000 0.0000000 0.0000000),1687
(-1.3900000 0.0000000 0.0000000),1688
(-1.3900000 0.0000000 0.0000000),1689
(-1.3900000 0.0000000 0.0000000),1690
(-1.3900000 0.0000000 0.0000000),1691
(-1.3900000 0.0000000 0.0000000),1692
(-1.3900000 0.0000000 0.0000000),1693
(-1.3900000 0.0000000 0.0000000),1694
(-1.3900000 0.0000000 0.0000000),1695
(-1.3900000 0.0000000 0.0000000),1696
(-1.3900000 0.0000000 0.0000000),1697
(-1.3900000 0.0000000 0.0000000),1698
(-1.3900000 0.0000000 0.0000000),1699
(-1.3900000 0.0000000 0.0000000),1700
(-1.3900000 0.0000000 0.0000000),1701
(-1.3900000 0.0000000 0.0000000),1702
(-1.3900000 0.0000000 0.0000000),1703
(-1.3900000 0.0000000 0.0000000),1704
(-1.3900000 0.0000000 0.0000000),1705
(-1.3900000 0.0000000 0.0000000),1706
(-1.3900000 0.0000000 0.0000000),1707
(-1.3900000 0.0000000 0.0000000),1708
(-1.3900000 0.0000000 0.0000000),1709
(-1.3900000 0.0000000 0.0000000),1710
(-1.3900000 0.0000000 0.0000000),1711
(-1.3900000 0.0000000 0.0000000),1712
(-1.3900000 0.0000000 0.0000000),1713
(-1.3900000 0.0000000 0.0000000),1714
(-1.3900000 0.0000000 0.0000000),1715
(-1.3900000 0.0000000 0.0000000),1716
(-1.3900000 0.0000000 0.0000000),1717
(-1.3900000 0.0000000 0.0000000),1718
(-1.3900000 0.0000000 0.0000000),1719
(-1.3900000 0.0000000 0.0000000),1720
(-1.3900000 0.0000000 0.0000000),1721
(-1.3900000 0.0000000 0.0000000),1722
(-1.3900000 0.0000000 0.0000000),1723
(-1.3900000 0.0000000 0.0000000),1724
(-1.3900000 0.0000000 0.0000000),1725
(-1.3900000 0.0000000 0.0000000),1726
(-1.3900000 0.0000000 0.0000000),1727
(-1.3900000 0.0000000 0.0000000),1728
(-1.3900000 0.0000000 0.0000000),1729
(-1.3900000 0.0000000 0.0000000),1730
(-1.3900000 0.0000000 0.0000000),1731
(-1.3900000 0.0000000 0.0000000),1732
(-1.3900000 0.0000000 0.0000000),1733
(-1.3900000 0.0000000 0.0000000),1734
(-1.3900000 0.0000000 0.0000000),1735
(-1.3900000 0.0000000 0.0000000),1736
(-1.3900000 0.0000000 0.0000000),1737
(-1.3900000 0.0000000 0.0000000),1738
(-1.3900000 0.0000000 0.0000000),1739
(-1.3900000 0.0000000 0.0000000),1740
(-1.3900000 0.0000000 0.0000000),1741
(-1.3900000 0.0000000 0.0000000),1742
(-1.3900000 0.0000000 0.0000000),1743
(-1.3900000 0.0000000 0.0000000),1744
(-1.3900000 0.0000000 0.0000000),1745
(-1.3900000 0.0000000 0.0000000),1746
(-1.3900000 0.0000000 0.0000000),1747
(-1.3900000 0.0000000 0.0000000),1748
(-1.3900000 0.0000000 0.0000000),1749
(-1.3900000 0.0000000 0.0000000),1750
(-1.3900000 0.0000000 0.0000000),1751
(-1.3900000 0.0000000 0.0000000),1752
(-1.3900000 0.0000000 0.0000000),1753
(-1.3900000 0.0000000 0.0000000),1754
(-1.3900000 0.0000000 0.0000000),1755
(-1.3900000 0.0000000 0.0000000),1756
(-1.3900000 0.0000000 0.0000000),1757
(-1.3900000 0.0000000 0.0000000),1758
(-1.3900000 0.0000000 0.0000000),1759
(-1.3900000 0.0000000 0.0000000),1760
(-1.3900000 0.0000000 0.0000000),1761
(-1.3900000 0.0000000 0.0000000),1762
(-1.3900000 0.0000000 0.0000000),1763
(-1.3900000 0.0000000 0.0000000),1764
(-1.3900000 0.0000000 0.0000000),1765
(-1.3900000 0.0000000 0.0000000),1766
(-1.3900000 0.0000000 0.0000000),1767
(-1.3900000 0.0000000 0.0000000),1768
(-1.3900000 0.0000000 0.0000000),1769
(-1.3900000 0.0000000 0.0000000),1770
(-1.3900000 0.0000000 0.0000000),1771
(-1.3900000 0.0000000 0.0000000),1772
(-1.3900000 0.0000000 0.0000000),1773
(-1.3900000 0.0000000 0.0000000),1774
(-1.3900000 0.0000000 0.0000000),1775
(-1.3900000 0.0000000 0.0000000),1776
(-1.3900000 0.0000000 0.0000000),1777
(-1.3900000 0.0000000 0.0000000),1778
(-1.3900000 0.0000000 0.0000000),1779
(-1.3900000 0.0000000 0.0000000),1780
(-1.3900000 0.0000000 0.0000000),1781
(-1.3900000 0.0000000 0.0000000),1782
(-1.3900000 0.0000000 0.0000000),1783
(-1.3900000 0.0000000 0.0000000),1784
(-1.3900000 0.0000000 0.0000000),1785
(-1.3900000 0.0000000 0.0000000),1786
(-1.3900000 0.0000000 0.0000000),1787
(-1.3900000 0.0000000 0.0000000),1788
(-1.3900000 0.0000000 0.0000000),1789
(-1.3900000 0.0000000 0.0000000),1790
(-1.3900000 0.0000000 0.0000000),1791
(-1.3900000 0.0000000 0.0000000),1792
(-1.3900000 0.0000000 0.0000000),1793
(-1.3900000 0.0000000 0.0000000),1794
(-1.3900000 0.0000000 0.0000000),1795
(-1.3900000 0.0000000 0.0000000),1796
(-1.3900000 0.0000000 0.0000000),1797
(-1.3900000 0.0000000 0.0000000),1798
(-1.3900000 0.0000000 0.0000000),1799
(-1.3900000 0.0000000 0.0000000),1800
(-1.3900000 0.0000000 0.0000000),1801
(-1.3900000 0.0000000 0.0000000),1802
(-1.3900000 0.0000000 0.0000000),1803
(-1.3900000 0.0000000 0.0000000),1804
(-1.3900000 0.0000000 0.0000000),1805
(-1.3900000 0.0000000 0.0000000),1806
(-1.3900000 0.0000000 0.0000000),1807
(-1.3900000 0.0000000 0.0000000),1808
(-1.3900000 0.0000000 0.0000000),1809
(-1.3900000 0.0000000 0.0000000),1810
(-1.3900000 0.0000000 0.0000000),1811
(-1.3900000 0.0000000 0.0000000),1812
(-1.3900000 0.0000000 0.0000000),1813
(-1.3900000 0.0000000 0.0000000),1814
(-1.3900000 0.0000000 0.0000000),1815
(-1.3900000 0.0000000 0.0000000),1816
(-1.3900000 0.0000000 0.0000000),1817
(-1.3900000 0.0000000 0.0000000),1818
(-1.3900000 0.0000000 0.0000000),1819
(-1.3900000 0.0000000 0.0000000),1820
(-1.3900000 0.0000000 0.0000000),1821
(-1.3900000 0.0000000 0.0000000),1822
(-1.3900000 0.0000000 0.0000000),1823
(-1.3900000 0.0000000 0.0000000),1824
(-1.3900000 0.0000000 0.0000000),1825
(-1.3900000 0.0000000 0.0000000),1826
(-1.3900000 0.0000000 0.0000000),1827
(-1.3900000 0.0000000 0.0000000),1828
(-1.3900000 0.0000000 0.0000000),1829
(-1.3900000 0.0000000 0.0000000),1830
(-1.3900000 0.0000000 0.0000000),1831
(-1.3900000 0.0000000 0.0000000),1832
(-1.3900000 0.0000000 0.0000000),1833
(-1.3900000 0.0000000 0.0000000),1834
(-1.3900000 0.0000000 0.0000000),1835
(-1.3900000 0.0000000 0.0000000),1836
(-1.3900000 0.0000000 0.0000000),1837
(-1.3900000 0.0000000 0.0000000),1838
(-1.3900000 0.0000000 0.0000000),1839
(-1.3900000 0.0000000 0.0000000),1840
(-1.3900000 0.0000000 0.0000000),1841
(-1.3900000 0.0000000 0.0000000),1842
(-1.3900000 0.0000000 0.0000000),1843
(-1.3900000 0.0000000 0.0000000),1844
(-1.3900000 0.0000000 0.0000000),1845
(-1.3900000 0.0000000 0.0000000),1846
(-1.3900000 0.0000000 0.0000000),1847
(-1.3900000 0.0000000 0.0000000),1848
(-1.3900000 0.0000000 0.0000000),1849
(-1.3900000 0.0000000 0.0000000),1850
(-1.3900000 0.0000000 0.0000000),1851
(-1.3900000 0.0000000 0.0000000),1852
(-1.3900000 0.0000000 0.0000000),1853
(-1.3900000 0.0000000 0.0000000),1854
(-1.3900000 0.0000000 0.0000000),1855
(-1.3900000 0.0000000 0.0000000),1856
(-1.3900000 0.0000000 0.0000000),1857
(-1.3900000 0.0000000 0.0000000),1858
(-1.3900000 0.0000000 0.0000000),1859
(-1.3900000 0.0000000 0.0100000),1860
(-1.3900000 0.0000000 0.0500000),1861
(-1.3900000 0.0000000 0.0500000),1862
(-1.3900000 0.0000000 0.1000000),1863
(-1.3900000 0.0000000 0.1500000),1864
(-1.3900000 0.0000000 0.1900000),1865
(-1.3900000 0.0000000 0.2400000),1866
(-1.3900000 0.0000000 0.3000000),1867
(-1.3900000 0.0000000 0.3500000),1868
(-1.3900000 0.0000000 0.4200000),1869
(-1.3900000 0.0000000 0.6500000),1870
(-1.3900000 0.0000000 0.7500000),1871
(-1.3900000 0.0000000 0.8000000),1872
(-1.3900000 0.0000000 0.8800000),1873
(-1.3900000 0.0000000 0.9500000),1874
(-1.3900000 0.0000000 1.1000000),1875
(-1.3900000 0.0000000 1.2000000),1876
(-1.3900000 0.0000000 1.2500000),1877
(-1.3900000 0.0000000 1.3500000),1878
(-1.3900000 0.0000000 1.4200000),1879
(-1.3900000 0.0000000 1.5200000),1880
(-1.3900000 0.0000000 1.6200000),1881
(-1.3900000 0.0000000 1.7600000),1882
(-1.3900000 0.0000000 1.8500000),1883
(-1.3900000 0.0000000 1.9400000),1884
(-1.3900000 0.0000000 2.0600000),1885
(-1.3900000 0.0000000 2.1700000),1886
(-1.3900000 0.0000000 2.2700000),1887
(-1.3900000 0.0000000 2.3900000),1888
(-1.3900000 0.0000000 2.4900000),1889
(-1.3900000 0.0000000 2.6000000),1890
(-1.3900000 0.0000000 2.6840000),1891
(-1.3900000 0.0000000 2.7860000),1892
(-1.3900000 0.0000000 2.8870000),1893
(-1.3900000 0.0000000 2.9600000),1894
(-1.3900000 0.0000000 3.1940000),1895
(-1.3900000 0.0000000 3.2530000),1896
(-1.3900000 0.0000000 3.2860000),1897
(-1.3900000 0.0000000 3.3260000),1898
(-1.3900000 0.0000000 3.3650000),1899
(-1.3900000 0.0000000 3.3850000),1900
(-1.3900000 0.0000000 3.4100000),1901
(-1.3900000 0.0000000 3.4290000),1902
(-1.3900000 0.0000000 3.4350000),1903
(-1.3900000 0.0000000 3.4540000),1904
(-1.3900000 0.0000000 3.4600000),1905
(-1.3900000 0.0000000 3.4650000),1906
(-1.3900000 0.0000000 3.4650000),1907
(-1.3900000 0.0000000 3.4700000),1908
(-1.3900000 0.0000000 3.4760000),1909
(-1.3900000 0.0000000 3.4470000),1910
(-1.3900000 0.0000000 3.4330000),1911
(-1.3900000 0.0000000 3.4040000),1912
(-1.3900000 0.0000000 3.3670000),1913
(-1.3900000 0.0000000 3.3300000),1914
(-1.3900000 0.0000000 3.2730000),1915
(-1.3900000 0.0000000 3.2010000),1916
(-1.3900000 0.0000000 3.1360000),1917
(-1.3900000 0.0000000 3.0500000),1918
(-1.3900000 0.0000000 2.9500000),1919
(-1.3900000 0.0000000 2.8030000),1920
(-1.3900000 0.0000000 2.6690000),1921
(-1.3900000 0.0000000 2.0620000),1922
(-1.3900000 0.0000000 1.8400000),1923
(-1.3900000 0.0000000 1.6300000),1924
(-1.3900000 0.0000000 1.3600000),1925
(-1.3900000 0.0000000 1.1000000),1926
(-1.3900000 0.0000000 0.8400000),1927
(-1.3900000 0.0000000 0.5400000),1928
(-1.3900000 0.0000000 0.3100000),1929
(-1.3900000 0.0000000 0.0000000),1930
(-1.3900000 0.0000000 -0.2400000),1931
(-1.3900000 0.0000000 -0.5100000),1932
(-1.3900000 0.0000000 -0.7500000),1933
(-1.3900000 0.0000000 -0.9500000),1934
(-1.3900000 0.0000000 -1.2000000),1935
(-1.3900000 0.0000000 -1.3800000),1936
